run,anchor,community,size,representatives,sample,boundary_words
raw-t0.725-r0.2-run01,银行,578,10,存款 贷款 活期 银行 信贷 理财 储蓄 余额 利息 利率,银行 储蓄 贷款 利率 利息 活期 理财 存款 余额 信贷,贷款 信贷 余额 利息 利率 理财 银行 活期
raw-t0.725-r0.2-run01,软件,1800,4,杀毒 浏览器 软件 防火墙,软件 防火墙 浏览器 杀毒,软件 防火墙 浏览器 杀毒
raw-t0.725-r0.2-run01,感冒,269,53,急性 病症 炎症 症状 腹泻 疾病 慢性 癌症 发病 抑郁症 高血压 心脏病,传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖 患有 患病,感染 骨折 昏迷 失眠 治疗 艾滋病 病人 确诊
raw-t0.725-r0.2-run01,火车,117,24,列车 火车 公共汽车 电车 公交车 慢车 卧铺 车票 乘客 车厢 车站 巴士,客运 乘车 旅客 缆车 火车 地铁 快车 上车 大巴 搭乘 公共汽车 高铁,车站 车票 上车 乘坐 车厢 搭乘 客运 旅客
raw-t0.725-r0.2-run01,妈妈,31,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,小时候 老家 他 你 师傅 爱人 同学 姑娘
raw-t0.725-r0.2-run01,为什么,184,27,怎么 什么 怎样 哪里 呢 究竟 哪儿 谁 哪 干什么 到底 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为什么 有没有 多久 多少 哪些 何时 不知 怎么样
raw-t0.725-r0.2-run01,公斤,412,15,公斤 千克 斤 公顷 吨 立方米 亩 平方米 磅 公里 米 厘米,元 吨 亩 磅 米 斤 桶 平方米 公顷 公里 毫米 千克,厘米 元 平方米 桶 米 毫米 千克 立方米
raw-t0.725-r0.2-run01,花,1709,6,零花钱 钱 私房钱 攒 积蓄 花,零花钱 攒 钱 花 私房钱 积蓄,积蓄 花 攒 钱 零花钱 私房钱
raw-t0.725-r0.2-run01,行,2048,1,行,行,行
raw-t0.725-r0.2-run02,苹果,1613,3,手机 手表 苹果,苹果 手机 手表,苹果 手表 手机
raw-t0.725-r0.2-run02,牛奶,1109,34,果汁 牛奶 饮料 红茶 红酒 汽水 咖啡 啤酒 醋 酱油 砂糖 洗衣粉,纯净水 矿泉水 淀粉 喝 奶 面粉 糖 沐浴露 果汁 奶粉 牙膏 洗衣粉,酒 喝 茶 醋 葡萄酒 啤酒 纯净水 味精
raw-t0.725-r0.2-run02,咖啡,1109,34,果汁 牛奶 饮料 红茶 红酒 汽水 咖啡 啤酒 醋 酱油 砂糖 洗衣粉,纯净水 矿泉水 淀粉 喝 奶 面粉 糖 沐浴露 果汁 奶粉 牙膏 洗衣粉,酒 喝 茶 醋 葡萄酒 啤酒 纯净水 味精
raw-t0.725-r0.2-run02,衬衫,107,60,衬衣 衬衫 毛衣 大衣 裙子 上衣 裤子 衣服 外套 袜子 短裤 围巾,背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着,蚊帐 辫子 睡袋 时装 装扮 首饰 被子 发型
raw-t0.725-r0.2-run02,足球,314,27,乒乓球 体操 田径 排球 羽毛球 篮球 网球 举重 摔跤 棒球 台球 滑冰,网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远 射击,太极拳 教练 武术 健美 球拍 打球 足球 射击
raw-t0.725-r0.2-run02,老师,27,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,小时候 老家 同学 两口子 亲人 他 老乡 师傅
raw-t0.725-r0.2-run02,焦虑,157,106,沮丧 羞愧 气愤 难过 惊讶 诧异 伤心 惋惜 惭愧 茫然 伤感 吃惊,惊慌失措 怜惜 疲倦 吃惊 慌乱 得意 沮丧 慌张 迷惑不解 绝望 惊奇 垂头丧气,恨 忧愁 着急 不服气 焦急 惊慌失措 震惊 怨恨
raw-t0.725-r0.2-run02,政策,311,5,措施 举措 政策 方针 行动,举措 行动 方针 措施 政策,行动 方针 政策 举措 措施
raw-t0.725-r0.2-run02,合同,1007,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,协定 签约 合作 达成 签字 约定 生效 谅解
raw-t0.725-r0.2-run02,银行,630,7,存款 银行 理财 储蓄 信贷 活期 金融,银行 储蓄 活期 理财 存款 信贷 金融,金融 活期 信贷 存款 储蓄 理财 银行
raw-t0.725-r0.2-run02,软件,1798,4,杀毒 浏览器 软件 防火墙,软件 防火墙 浏览器 杀毒,软件 浏览器 防火墙 杀毒
raw-t0.725-r0.2-run02,感冒,188,50,症状 急性 病症 腹泻 炎症 发炎 疼痛 慢性 咳嗽 抑郁症 发作 出血,骨折 糖尿病 病 痒 癌 腹泻 患 肥胖 患有 患病 中毒 发作,痒 确诊 失眠 出汗 肿 疼痛 生病 患者
raw-t0.725-r0.2-run02,火车,111,26,列车 火车 公共汽车 公交车 电车 乘客 慢车 卧铺 车厢 大巴 车票 出租车,客运 乘车 出租车 旅客 缆车 火车 地铁 快车 上车 司机 大巴 搭乘,车站 车票 车厢 上车 乘坐 搭乘 客运 旅客
raw-t0.725-r0.2-run02,妈妈,27,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,小时候 老家 同学 两口子 亲人 他 老乡 师傅
raw-t0.725-r0.2-run02,为什么,177,28,怎么 什么 怎样 呢 哪里 哪儿 究竟 干什么 谁 哪 到底 吗,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为什么 多久 如何 不知 多少 何时 是不是 有没有
raw-t0.725-r0.2-run02,公斤,411,15,公斤 千克 斤 公顷 吨 立方米 亩 平方米 磅 米 公里 厘米,克 吨 亩 磅 米 斤 桶 平方米 公顷 公里 毫米 千克,厘米 克 平方米 米 桶 毫米 立方米 公里
raw-t0.725-r0.2-run02,花,1706,7,零花钱 钱 私房钱 攒 积蓄 本钱 花,零花钱 攒 钱 花 私房钱 积蓄 本钱,花 积蓄 本钱 攒 钱 私房钱 零花钱
raw-t0.725-r0.2-run02,行,2053,1,行,行,行
raw-t0.725-r0.2-run03,苹果,1747,3,新款 苹果 系列,苹果 新款 系列,苹果 系列 新款
raw-t0.725-r0.2-run03,牛奶,85,90,米饭 卤味 饺子 薯条 烤肉 香肠 豆腐 饼 包子 好吃 芝士 海鲜,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 嚼 饼干 面粉 方便面 碗 粥,豆制品 香味 醋 香油 碗 快餐 脆 酱油
raw-t0.725-r0.2-run03,咖啡,1108,22,饮料 汽水 啤酒 红酒 矿泉水 咖啡 可乐 酒 牙膏 沐浴露 葡萄酒 喝,纯净水 矿泉水 喝 沐浴露 奶粉 牙膏 洗衣粉 肥皂 可乐 汽水 红酒 酒精,酒 葡萄酒 香烟 酒水 奶粉 啤酒 纯净水 肥皂
raw-t0.725-r0.2-run03,衬衫,117,59,衬衣 衬衫 毛衣 大衣 上衣 裙子 外套 裤子 衣服 袜子 短裤 围巾,背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着,蚊帐 睡袋 时装 水壶 被子 项链 打扮 发型
raw-t0.725-r0.2-run03,足球,323,28,乒乓球 体操 田径 排球 羽毛球 网球 篮球 举重 摔跤 棒球 滑冰 台球,网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远 射击,太极拳 教练 武术 球拍 打球 足球 健美 滑雪
raw-t0.725-r0.2-run03,老师,32,91,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 妹妹 姥姥 妈妈 嫂子 母亲,爱人 太太 胖子 哥哥 老太太 她 妈 妹 姐 姨 娘 弟,姐 妹 老家 大哥 一家人 同学 他 亲人
raw-t0.725-r0.2-run03,焦虑,165,111,沮丧 羞愧 气愤 难过 伤心 诧异 惊讶 惋惜 茫然 惭愧 伤感 苦恼,惊慌失措 怜惜 疲倦 吃惊 慌乱 得意 沮丧 慌张 迷惑不解 绝望 惊奇 垂头丧气,震惊 生气 着急 恨 吃惊 寂寞 苦恼 焦急
raw-t0.725-r0.2-run03,政策,1727,4,调控 监管 政策 调节,调节 调控 政策 监管,调节 监管 政策 调控
raw-t0.725-r0.2-run03,合同,1000,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,协定 签字 签约 达成 约定 谅解 合作 生效
raw-t0.725-r0.2-run03,银行,629,7,存款 银行 理财 储蓄 信贷 活期 金融,银行 储蓄 活期 理财 存款 信贷 金融,活期 金融 信贷 理财 储蓄 存款 银行
raw-t0.725-r0.2-run03,软件,1812,4,杀毒 浏览器 软件 防火墙,软件 防火墙 浏览器 杀毒,软件 浏览器 防火墙 杀毒
raw-t0.725-r0.2-run03,感冒,273,41,急性 疾病 病症 癌症 慢性 发病 炎症 抑郁症 症状 糖尿病 心脏病 病,传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖 患有 患病,传染 骨折 确诊 抑郁 休克 艾滋病 出血 传染病
raw-t0.725-r0.2-run03,火车,121,26,列车 火车 公交车 公共汽车 电车 慢车 车站 车厢 卧铺 车票 巴士 大巴,客运 乘车 出租车 缆车 火车 地铁 快车 站台 上车 大巴 搭乘 公共汽车,乘坐 搭乘 车票 车厢 客运 地铁站 出租车 上车
raw-t0.725-r0.2-run03,妈妈,32,91,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 妹妹 姥姥 妈妈 嫂子 母亲,爱人 太太 胖子 哥哥 老太太 她 妈 妹 姐 姨 娘 弟,姐 妹 老家 大哥 一家人 同学 他 亲人
raw-t0.725-r0.2-run03,为什么,186,27,怎么 什么 怎样 哪里 呢 究竟 哪儿 谁 哪 干什么 到底 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为什么 多久 多少 是不是 有没有 怎么样 不知 如何
raw-t0.725-r0.2-run03,公斤,412,14,公斤 千克 斤 吨 公顷 亩 立方米 平方米 磅 公里 米 元,克 元 吨 亩 磅 米 斤 桶 平方米 公顷 公里 千克,米 平方米 元 桶 克 立方米 公里 磅
raw-t0.725-r0.2-run03,花,470,7,花费 耗费 付出 精力 心血 花 投入,耗费 付出 花费 花 投入 心血 精力,付出 耗费 花 精力 投入 心血 花费
raw-t0.725-r0.2-run03,行,2069,1,行,行,行
raw-t0.725-r0.2-run04,苹果,1602,2,手机 苹果,苹果 手机,手机 苹果
raw-t0.725-r0.2-run04,牛奶,79,86,米饭 酸奶 饼干 卤味 薯条 薯片 饺子 香肠 豆浆 饼 果酱 果汁,汤圆 烤鸭 烤肉 巧克力 吃 喝 奶 饼干 面粉 方便面 碗 粥,红茶 奶 食品 豆制品 快餐 主食 咖啡 食物
raw-t0.725-r0.2-run04,咖啡,79,86,米饭 酸奶 饼干 卤味 薯条 薯片 饺子 香肠 豆浆 饼 果酱 果汁,汤圆 烤鸭 烤肉 巧克力 吃 喝 奶 饼干 面粉 方便面 碗 粥,红茶 奶 食品 豆制品 快餐 主食 咖啡 食物
raw-t0.725-r0.2-run04,衬衫,111,58,衬衣 衬衫 毛衣 裙子 大衣 上衣 衣服 裤子 外套 袜子 短裤 围巾,背心 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着 发型 上衣,蚊帐 辫子 睡袋 时装 首饰 被子 发型 项链
raw-t0.725-r0.2-run04,足球,317,27,乒乓球 体操 田径 排球 羽毛球 网球 篮球 举重 摔跤 棒球 滑冰 台球,网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远 射击,太极拳 武术 游泳 球拍 打球 射击 滑雪 足球
raw-t0.725-r0.2-run04,老师,29,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,老家 他 同学 师父 两口子 亲人 师傅 老乡
raw-t0.725-r0.2-run04,焦虑,160,107,沮丧 羞愧 气愤 难过 伤心 茫然 惊讶 诧异 惋惜 伤感 惭愧 苦恼,惊慌失措 怜惜 疲倦 吃惊 慌乱 得意 沮丧 慌张 迷惑不解 绝望 惊奇 垂头丧气,反感 生气 疲倦 着急 恨 不服气 焦急 惊慌失措
raw-t0.725-r0.2-run04,政策,315,4,措施 举措 政策 行动,举措 行动 措施 政策,行动 政策 措施 举措
raw-t0.725-r0.2-run04,合同,992,13,签订 签署 协议 协议书 订立 合同 协定 签约 签 达成 约定 生效,签订 协议书 签字 签 签署 签约 协议 约定 生效 订立 协定 合同,签字 签约 协定 约定 协议 签 生效 达成
raw-t0.725-r0.2-run04,银行,672,5,存款 储蓄 理财 活期 银行,银行 储蓄 活期 理财 存款,活期 理财 银行 储蓄 存款
raw-t0.725-r0.2-run04,软件,1791,4,软件 计算机 硬件 机械,软件 计算机 硬件 机械,机械 硬件 计算机 软件
raw-t0.725-r0.2-run04,感冒,263,47,急性 病症 疾病 炎症 癌症 慢性 症状 发病 抑郁症 腹泻 心脏病 病,传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖 患有 患病,失眠 疼痛 咳嗽 传染 确诊 生病 骨折 抑郁
raw-t0.725-r0.2-run04,火车,338,33,公交车 出租车 货车 车 车辆 公共汽车 火车 电车 私家车 大巴 卡车 客车,客车 客运 出租车 火车 车辆 快车 汽车 司机 私家车 大巴 警车 救护车,摩托 跑车 轿车 乘客 客运 电动车 卡车 列车
raw-t0.725-r0.2-run04,妈妈,29,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,老家 他 同学 师父 两口子 亲人 师傅 老乡
raw-t0.725-r0.2-run04,为什么,180,27,怎么 什么 怎样 哪里 呢 究竟 哪儿 谁 哪 干什么 到底 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为什么 多久 如何 多少 是不是 有没有 请问 不知
raw-t0.725-r0.2-run04,公斤,412,16,公斤 千克 斤 公顷 吨 立方米 亩 磅 平方米 米 公里 厘米,克 吨 亩 磅 米 斤 桶 平方米 公顷 公里 毫米 毫升,厘米 平方米 桶 公里 米 毫米 立方米 公顷
raw-t0.725-r0.2-run04,花,1972,5,零花钱 钱 私房钱 零钱 花,零花钱 零钱 钱 花 私房钱,花 零钱 私房钱 零花钱 钱
raw-t0.725-r0.2-run04,行,2057,1,行,行,行
raw-t0.725-r0.2-run05,苹果,1726,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.2-run05,牛奶,80,86,米饭 卤味 饺子 烤肉 薯条 点心 海鲜 香肠 饼干 包子 薯片 小吃,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 饼干 方便面 粥 烤 甜 品尝,咖啡 甜 鲜美 食品 餐 热腾腾 饮料 口感
raw-t0.725-r0.2-run05,咖啡,80,86,米饭 卤味 饺子 烤肉 薯条 点心 海鲜 香肠 饼干 包子 薯片 小吃,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 饼干 方便面 粥 烤 甜 品尝,咖啡 甜 鲜美 食品 餐 热腾腾 饮料 口感
raw-t0.725-r0.2-run05,衬衫,112,58,衬衣 衬衫 毛衣 大衣 裙子 上衣 衣服 外套 裤子 短裤 袜子 围巾,背包 背心 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着 发型,蚊帐 睡袋 首饰 被子 时装 项链 打扮 发型
raw-t0.725-r0.2-run05,足球,320,29,乒乓球 体操 田径 排球 篮球 羽毛球 网球 举重 摔跤 棒球 滑冰 台球,网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远 体育,太极拳 教练 武术 体育 打球 健美 滑雪 射击
raw-t0.725-r0.2-run05,老师,29,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,老王 小时候 小伙子 他 你 同学 一家人 亲人
raw-t0.725-r0.2-run05,焦虑,159,109,沮丧 羞愧 气愤 难过 伤心 惊讶 诧异 惋惜 茫然 伤感 惭愧 苦恼,惊慌失措 怜惜 疲倦 吃惊 慌乱 得意 沮丧 慌张 迷惑不解 绝望 惊奇 垂头丧气,疲倦 疲惫 生气 着急 不服气 怨恨 吃惊 寂寞
raw-t0.725-r0.2-run05,政策,1695,6,财政 税收 收支 赤字 预算 政策,赤字 收支 财政 税收 预算 政策,税收 政策 预算 财政 赤字 收支
raw-t0.725-r0.2-run05,合同,999,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,协定 签字 签约 合作 约定 谅解 生效 协议
raw-t0.725-r0.2-run05,银行,626,7,存款 银行 理财 储蓄 信贷 活期 金融,银行 储蓄 活期 理财 存款 信贷 金融,金融 信贷 活期 理财 储蓄 银行 存款
raw-t0.725-r0.2-run05,软件,1972,4,硬件 软件 计算机 芯片,软件 计算机 硬件 芯片,计算机 芯片 软件 硬件
raw-t0.725-r0.2-run05,感冒,268,45,急性 病症 疾病 炎症 癌症 慢性 症状 抑郁症 发病 心脏病 腹泻 糖尿病,传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖 患有 患病,失眠 失明 传染 疼痛 骨折 确诊 艾滋病 传染病
raw-t0.725-r0.2-run05,火车,115,29,列车 火车 公交车 公共汽车 电车 慢车 车站 乘客 车厢 出租车 大巴 卧铺,客运 乘车 出租车 打车 缆车 火车 地铁 快车 站台 上车 司机 大巴,乘坐 搭乘 司机 车厢 客运 车票 地铁站 车上
raw-t0.725-r0.2-run05,妈妈,29,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,老王 小时候 小伙子 他 你 同学 一家人 亲人
raw-t0.725-r0.2-run05,为什么,179,27,怎么 什么 怎样 哪里 呢 究竟 哪儿 谁 哪 干什么 到底 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为什么 多久 不知 是不是 何时 请问 怎么样 有没有
raw-t0.725-r0.2-run05,公斤,413,13,公斤 千克 斤 公顷 亩 平方米 立方米 吨 米 公里 厘米 毫米,元 吨 亩 米 斤 平方米 公顷 公里 毫米 千克 厘米 立方米,厘米 元 平方米 米 千克 毫米 立方米 公里
raw-t0.725-r0.2-run05,花,1779,7,钱 零花钱 私房钱 钱财 本钱 积蓄 花,零花钱 钱 花 私房钱 钱财 积蓄 本钱,花 积蓄 钱财 本钱 钱 零花钱 私房钱
raw-t0.725-r0.2-run05,行,2054,1,行,行,行
raw-t0.75-r0.05-run01,苹果,1631,1,苹果,苹果,苹果
raw-t0.75-r0.05-run01,牛奶,74,164,米饭 酸奶 豆腐 薯片 薯条 水果 豆浆 橙汁 饼干 果汁 香肠 饺子,烧烤 汤圆 纯净水 烤鸭 烤肉 矿泉水 巧克力 淀粉 吃 喝 嚼 奶,白酒 甜 酒 用餐 大棚 嫩 年夜饭 就餐
raw-t0.75-r0.05-run01,咖啡,74,164,米饭 酸奶 豆腐 薯片 薯条 水果 豆浆 橙汁 饼干 果汁 香肠 饺子,烧烤 汤圆 纯净水 烤鸭 烤肉 矿泉水 巧克力 淀粉 吃 喝 嚼 奶,白酒 甜 酒 用餐 大棚 嫩 年夜饭 就餐
raw-t0.75-r0.05-run01,衬衫,104,64,衬衣 衬衫 大衣 毛衣 外套 上衣 裙子 衣服 裤子 袜子 围巾 短裤,眼镜 背包 背心 拖鞋 穿 婚纱 内衣 戴 睡袋 纽扣 球鞋 毛衣,项链 打扮 装扮 帐篷 书包 水壶 丝绸 背包
raw-t0.75-r0.05-run01,足球,292,35,乒乓球 田径 体操 排球 篮球 羽毛球 网球 举重 棒球 摔跤 滑冰 游泳,选手 网球 举重 武术 球员 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远,太极拳 体育 球队 队员 跳伞 武术 球员 足球
raw-t0.75-r0.05-run01,老师,73,114,姑姑 舅舅 姐姐 妹妹 爸爸 奶奶 哥哥 爸 嫂子 妈妈 母亲 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 子女 大哥 亲友 朋友 男人 老板 老王
raw-t0.75-r0.05-run01,焦虑,136,145,沮丧 羞愧 惊讶 气愤 诧异 吃惊 难过 惭愧 惋惜 茫然 惊诧 伤心,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 由衷 慌乱 犹豫 得意 沮丧 慌张,犹豫 过意不去 迟疑 半信半疑 焦急 着急 羡慕 恼羞成怒
raw-t0.75-r0.05-run01,政策,289,8,措施 举措 政策 对策 方案 办法 调控 调节,调节 办法 对策 举措 措施 方案 调控 政策,调节 调控 政策 办法 方案 对策 举措 措施
raw-t0.75-r0.05-run01,合同,636,18,协议 签订 签署 协定 协议书 订立 合同 条约 公约 达成 契约 签,签订 宣言 协议书 条约 条款 签字 签 签署 签约 契约 协议 约定,签字 签约 达成 公约 签 约定 宣言 条款
raw-t0.75-r0.05-run01,银行,504,15,贷款 存款 信贷 外币 信用卡 理财 储蓄 银行 活期 抵押 余额 信用,银行 储蓄 信用卡 抵押 财富 贷款 活期 理财 存款 余额 外币 信贷,财富 兑换 信用 余额 信用卡 抵押 活期 理财
raw-t0.75-r0.05-run01,软件,1540,3,软件 硬件 计算机,软件 计算机 硬件,计算机 软件 硬件
raw-t0.75-r0.05-run01,感冒,178,68,急性 炎症 腹泻 病症 症状 疼痛 发炎 咳嗽 慢性 疾病 出血 感冒,传染病 疲劳 骨折 咳 流感 肿瘤 糖尿病 疼 病 痒 痛 皱,皱 切除 恶心 麻木 昏迷 休克 止咳 肿
raw-t0.75-r0.05-run01,火车,628,22,列车 火车 车票 慢车 车站 电车 卧铺 公共汽车 车厢 地铁 缆车 特快,缆车 晚点 火车 地铁 快车 站台 退票 公共汽车 列车 车厢 票价 车站,门票 缆车 机票 售票 地铁 站台 晚点 车票
raw-t0.75-r0.05-run01,妈妈,73,114,姑姑 舅舅 姐姐 妹妹 爸爸 奶奶 哥哥 爸 嫂子 妈妈 母亲 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 子女 大哥 亲友 朋友 男人 老板 老王
raw-t0.75-r0.05-run01,为什么,169,28,怎么 什么 怎样 呢 究竟 哪里 干什么 哪儿 谁 哪 到底 吗,怎么 是不是 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,之所以 不知 何处 如何 何时 干吗 是不是 呢
raw-t0.75-r0.05-run01,公斤,375,18,公顷 亩 公斤 千克 斤 立方米 平方米 吨 磅 平方 元 毫升,克 元 吨 亩 面积 磅 立方 开垦 斤 桶 耕地 平方米,耕地 开垦 元 毫升 面积 桶 克 平方
raw-t0.75-r0.05-run01,花,422,12,耗费 花费 节省 消耗 浪费 节约 付出 白白 花 代价 耗 牺牲,耗费 付出 花费 耗 花 消耗 白白 代价 节省 节约 牺牲 浪费,代价 牺牲 花 白白 耗 节约 消耗 浪费
raw-t0.75-r0.05-run01,行,1641,1,行,行,行
raw-t0.75-r0.1-run01,苹果,2221,1,苹果,苹果,苹果
raw-t0.75-r0.1-run01,牛奶,80,90,米饭 卤味 饺子 薯条 烤肉 香肠 饼 粥 包子 豆腐 薯片 豆浆,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 喝 嚼 饼干 方便面 碗 粥,甜 碗 调料 年夜饭 脆 辣 豆制品 锅
raw-t0.75-r0.1-run01,咖啡,80,90,米饭 卤味 饺子 薯条 烤肉 香肠 饼 粥 包子 豆腐 薯片 豆浆,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 喝 嚼 饼干 方便面 碗 粥,甜 碗 调料 年夜饭 脆 辣 豆制品 锅
raw-t0.75-r0.1-run01,衬衫,112,52,衬衣 衬衫 毛衣 大衣 上衣 裙子 裤子 外套 衣服 袜子 短裤 围巾,背心 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着 发型 上衣,项链 拉锁 口罩 发型 书包 帽子 穿 手套
raw-t0.75-r0.1-run01,足球,309,27,田径 乒乓球 体操 排球 篮球 网球 羽毛球 举重 摔跤 滑冰 游泳 棒球,网球 举重 武术 滑冰 游泳 羽毛球 乒乓球 跳高 跳远 体育 射击 长跑,武术 体育 划船 运动会 游泳 跳伞 滑雪 射击
raw-t0.75-r0.1-run01,老师,79,84,姑姑 舅舅 奶奶 姐姐 爸爸 妹妹 爷爷 爸 姥姥 母亲 哥哥 嫂子,爱人 太太 哥哥 老太太 哥 她 妈 妹 姐 姨 娘 弟,老家 老王 姑娘 爱人 长辈 亲人 寡妇 她
raw-t0.75-r0.1-run01,焦虑,152,94,沮丧 羞愧 惊讶 气愤 诧异 惋惜 难过 吃惊 惭愧 伤心 惊诧 心疼,惊慌失措 怜惜 佩服 吃惊 慌乱 犹豫 得意 沮丧 慌张 迷惑不解 绝望 惊叹,赞叹 焦急 着急 羡慕 不服气 怨恨 嫉妒 惊叹
raw-t0.75-r0.1-run01,政策,307,5,措施 举措 对策 政策 办法,办法 对策 举措 措施 政策,政策 办法 对策 举措 措施
raw-t0.75-r0.1-run01,合同,1022,15,签订 协议 签署 协议书 订立 合同 协定 签约 签 约定 达成 契约,签订 协议书 签字 签 签署 签约 契约 协议 约定 谅解 定金 订立,定金 达成 协定 签约 谅解 签字 协议 约定
raw-t0.75-r0.1-run01,银行,685,5,存款 储蓄 理财 活期 银行,银行 储蓄 活期 理财 存款,活期 银行 理财 储蓄 存款
raw-t0.75-r0.1-run01,软件,2100,3,软件 硬件 计算机,软件 计算机 硬件,计算机 硬件 软件
raw-t0.75-r0.1-run01,感冒,256,48,急性 病症 炎症 疾病 症状 腹泻 慢性 癌症 高血压 发病 糖尿病 心脏病,传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖 患有 患病,感染 切除 出汗 呕吐 疼痛 中毒 治疗 确诊
raw-t0.75-r0.1-run01,火车,332,22,列车 公交车 火车 电车 公共汽车 慢车 车厢 车站 巴士 出租车 地铁 卧铺,出租车 缆车 火车 地铁 快车 站台 司机 大巴 公车 公共汽车 列车 车上,乘客 车厢 车上 公车 司机 站台 地铁站 卧铺
raw-t0.75-r0.1-run01,妈妈,79,84,姑姑 舅舅 奶奶 姐姐 爸爸 妹妹 爷爷 爸 姥姥 母亲 哥哥 嫂子,爱人 太太 哥哥 老太太 哥 她 妈 妹 姐 姨 娘 弟,老家 老王 姑娘 爱人 长辈 亲人 寡妇 她
raw-t0.75-r0.1-run01,为什么,279,24,怎么 什么 怎样 呢 哪里 干什么 哪儿 谁 究竟 哪 怎么样 到底,怎么 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 干什么 什么样 什么,为何 为什么 多少 究竟 何处 何时 到底 如何
