token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
会见,0,230,0.3151544039711648,43,0.09987814977219289,0.127278103035151,0.9997442855421539,43,0.0001292402756627549,0.9996150452664911,0.0007248570722244641,6,huìjiàn,to meet with (sb who is paying a visit),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
磋商,0,230,0.2653903876878438,26,0.010585894806721341,0.01420552687931428,0.9935776494208284,26,0.00571957183777026,0.9878580775830581,0.010768019345751159,7-9,cuōshāng,to consult; to discuss seriously; to negotiate; to confer; negotiations; consultations,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.25
聘请,0,230,0.26461035290457663,38,0.02069497848263807,0.027371246263360884,0.9955371444041459,38,0.0019456109554093824,0.9935915334487365,0.009076270832153354,6,pìnqǐng,to engage; to hire (a lawyer etc),Translation,构建 | 建立 | 遵循 | 着眼于 | 打造 | 确立 | 秉承 | 开辟 | 依托 | 着力 | 制定 | 搭建,0.75
任,0,230,0.2643523520682735,26,0.09594760047758838,0.11537776419612561,0.9995293150349793,25,0.0002913856286081078,0.9992379294063712,0.001217512199591629,3,rèn,"Ren County 任县 in Hebei; to assign; to appoint; to take up a post; office; responsibility; to let; to allow; to give free rein to; no matter (how, what etc); classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友); surname Ren",Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
秘书,0,230,0.2643380482948464,25,0.04722987913576779,0.06032746450430727,0.7245324900564615,25,0.2692440381052123,0.4552884519512492,0.16042597257798596,4,mìshū,secretary,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
总裁,0,230,0.26422429366438654,25,0.07825916339501918,0.09613736008743154,0.8951454680715821,25,0.09534755253246449,0.7997979155391176,0.09951979184866873,5,zǒngcái,chairman; director-general (of a company etc),Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
选举,0,230,0.264096106518959,26,0.03405227781717565,0.04422625480066017,0.9811195196934342,25,0.00983174654233454,0.9712877731510997,0.0294077499657422,6,xuǎnjǔ,to elect; election,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
访问,0,230,0.2633392387412099,31,0.05770990559085412,0.07264858585441351,0.9986578723114108,31,0.000640567059213203,0.9980173052521976,0.0032699496501719023,3,fǎngwèn,to visit; to call on; to interview,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
集会,0,230,0.2632942593332202,8,0.020234546343252363,0.026732024560590074,0.9938573197688788,8,0.001638404039446018,0.9922189157294328,0.012833915639289154,7-9,jíhuì,to gather; assembly; meeting,Translation,晚饭 | 午饭 | 晚上 | 下班 | 早饭 | 吃饭 | 夜晚 | 睡觉 | 夜里 | 中午 | 星期天 | 过年,0.25
观摩,0,230,0.26289761338577733,43,0.03630516045450288,0.04694182335316264,0.9944340509322973,32,0.0037686203409377367,0.9906654305913596,0.01054374132570986,7-9,guānmó,to observe and emulate; to study (esp. following sb's example),Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
招待,0,230,0.2627713431747514,43,-0.020874103998203886,-0.028314287304151614,0.5785122980958133,43,0.3550249458989441,0.22348735219686916,0.22685468936991263,7-9,zhāodài,to hold a reception; to offer hospitality; to entertain (guests); to serve (customers),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.25
连任,0,230,0.26256916740420455,3,0.049748790237669566,0.06319877801028184,0.9925978916692387,3,0.0024835632016665804,0.9901143284675722,0.0146353788728478,7-9,liánrèn,to continue in (a political) office; to serve for another term of office,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.75
院长,0,230,0.2612183929008023,39,0.056389169573502845,0.07091453965330155,0.8346698650365618,25,0.1507582875400301,0.6839115774965318,0.13293425724431143,2,yuànzhǎng,the head of an institution whose name ends in 院; chair of a board; president of a university; department head; dean; premier of the Republic of China,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
发布会,0,230,0.2606263901319955,3,0.06194849517022477,0.07730785757778316,0.9591790663928021,32,0.021470013507178583,0.9377090528856236,0.06136783460649536,7-9,fābùhuì,news conference; briefing; news conference; briefing,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
来访,0,230,0.2605202138374306,43,0.04111513679067208,0.052671540105744284,0.9954834860839354,43,0.0015250191976521972,0.9939584668862832,0.01000294720303982,7-9,láifǎng,to pay a visit,Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
董事长,0,230,0.26010079138183245,26,0.07808041778814406,0.09545521094599924,0.9342142411663591,25,0.04483752783935787,0.8893767133270012,0.08528280035687168,7-9,dǒngshìzhǎng,chairman of the board of directors,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
讲话,0,230,0.25880959478170973,11,0.041295449296007536,0.05277469114331833,0.996106680390709,46,0.0010762550928732628,0.9950304252978358,0.008449273093786349,2,jiǎnghuà,a speech; to speak; to talk; to address,Translation,文字 | 书 | 抄写 | 书籍 | 稿子 | 字典 | 画册 | 写 | 本子 | 便条 | 字体 | 论文,0.5
互访,0,230,0.2587177041245203,29,0.051830403903812355,0.06535061652427938,0.9980340056943133,25,0.0009969981137628345,0.9970370075805505,0.004549922131035331,7-9,hùfǎng,exchange visits,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.5
盛会,0,230,0.2583276537221581,3,0.027961952513820165,0.03633147919436656,0.9740883286134381,3,0.016543275122581066,0.9575450534908571,0.03984266718073201,7-9,shènghuì,pageant; distinguished meeting,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.5
演说,0,230,0.25770105075927596,32,0.00038655521661296044,0.0005204830500838478,0.9468925480855331,32,0.030901294881979312,0.9159912532035538,0.06785827431352753,7-9,yǎnshuō,speech; to deliver a speech,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
论坛,0,230,0.25733353370504547,46,0.06834393589876481,0.08427011011683684,0.9859142215966097,32,0.005985480162887882,0.9799287414337218,0.025401633290757872,7-9,lùntán,forum (for discussion),Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
董事,0,230,0.25723239308680035,26,0.03816116138895764,0.04886637928824811,0.8616662749124162,25,0.10188942908217062,0.7597768458302456,0.14374567370659225,7-9,dǒngshì,board member,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
书记,0,230,0.2572220940588254,25,0.04329617310324163,0.055078998605162424,0.5656074516008334,25,0.40824392972853246,0.1573635218723009,0.21732380980200555,7-9,shūjì,secretary (chief official of a branch of a socialist or communist party); clerk; scribe,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
带队,0,230,0.2563764660054817,35,0.02927608961697714,0.03787825575613557,0.9903216487766372,35,0.003848254721250724,0.9864733940553865,0.018066932036824312,7-9,dàiduì,to lead a team; to lead a group; group leader; (tourism) tour guide,Translation,急忙 | 赶忙 | 赶紧 | 连忙 | 赶快 | 慌忙 | 设法 | 趁机 | 偷偷 | 竭力 | 急于 | 想方设法,0.5
上任,0,230,0.25580222431768423,26,0.06520521967275167,0.08055964710650425,0.9940359024037703,25,0.0017757977320290118,0.9922601046717413,0.012465442108654145,7-9,shàngrèn,to take office; previous (incumbent); predecessor,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
总经理,0,230,0.2556973601684517,25,0.07288120054214525,0.0891858073316979,0.8847776631759589,25,0.10128732873595146,0.7834903344400074,0.11164938771850647,6,zǒngjīnglǐ,general manager; CEO,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
追悼会,0,230,0.2556809106461387,43,0.0063666881659228125,0.008481162633662647,0.9168066499858135,43,0.05184738629693087,0.8649592636888827,0.10184441205128111,7-9,zhuīdàohuì,memorial service; funeral service,Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.25
博览会,0,230,0.25558529437591126,3,0.046426589246406746,0.058705317422769826,0.9577457877197608,32,0.014060073840775735,0.943685713878985,0.06460169127578091,5,bólǎnhuì,exposition; international fair,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
展览会,0,230,0.25453410936387044,46,0.03585699192255301,0.045892668348747466,0.9426965470397071,32,0.043317771284899775,0.8993787757548073,0.06991297613233578,7-9,zhǎnlǎnhuì,exhibition; show,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
见面,0,230,0.25437587995255073,8,-0.00581995681162828,-0.007805483560883083,0.9832039831966364,5,0.005762170097022202,0.9774418130996142,0.028505705832069156,1,jiànmiàn,to meet; to see each other,Translation,苦难 | 感情 | 情谊 | 酸甜苦辣 | 磨难 | 回忆 | 艰辛 | 悲欢离合 | 往事 | 难忘 | 人生 | 爱情,0.25
辞呈,0,230,0.25430279682181106,26,0.01426194574997014,0.018766726830100052,0.9180593763186305,26,0.07871679770635463,0.8393425786122759,0.07756665423691558,7-9,cíchéng,(written) resignation,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.75
组长,0,230,0.2539327925094824,29,0.04222184702172957,0.05356137673109556,0.7774249458983394,25,0.20707878299655683,0.5703461629017826,0.15576580499729403,2,zǔzhǎng,group leader,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
仪式,0,230,0.2534306040268684,43,0.04685960813595505,0.05905961074434381,0.9939891059847759,43,0.002540702552395422,0.9914484034323804,0.012287841494648557,6,yíshì,ceremony,Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.25
就座,0,230,0.2532379001118078,11,0.01151694347256213,0.015188265551317531,0.7473580703242649,36,0.058015779412503694,0.6893422909117612,0.2686647054392903,7-9,jiùzuò,to take a seat,Translation,浴室 | 房间 | 楼房 | 居民楼 | 屋子 | 临街 | 旅馆 | 院子 | 餐厅 | 楼道 | 宾馆 | 宿舍,0.25
助理,0,230,0.25315941063584,31,0.053954129880891155,0.06737573136315926,0.6940983773892511,25,0.2893500616103594,0.40474831577889164,0.18233415070002856,5,zhùlǐ,assistant,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
邀,0,230,0.2529635411261847,43,0.01200936278325579,0.015821657191970578,0.9737177511287445,43,0.00886644555526059,0.9648513055734839,0.04514153788918664,7-9,yāo,to invite; to request; to intercept; to solicit; to seek,Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
候选人,0,230,0.25257254559043074,3,0.02845928437678949,0.03667968912744333,0.9512505441978515,3,0.031568490866258986,0.9196820533315925,0.06272332238162326,7-9,hòuxuǎnrén,candidate,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.75
届,0,230,0.2522818631029438,3,0.03230422969338853,0.041414491528740924,0.5719066779491087,3,0.3109653568203107,0.260941321128798,0.3066956429505006,5,jiè,"to arrive at (place or time); period; to become due; classifier for events, meetings, elections, sporting fixtures, years (of graduation)",Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.25
负责人,0,230,0.25222641885436553,25,0.052720639641070155,0.06586011275541458,0.8153697906802342,25,0.17458569314340094,0.6407840975368333,0.13863349705071484,5,fùzérén,person in charge,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
做客,0,230,0.251666592496927,8,0.028608520031547457,0.03682195414826891,0.9870380657778852,32,0.004237785463105272,0.98280028031478,0.02496761197267072,3,zuòkè,to be a guest or visitor,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
辞职,0,230,0.25103741045716826,26,0.013717650101526924,0.01798610923487859,0.9847248157208343,29,0.008397439911420633,0.9763273758094136,0.023511105163204205,5,cízhí,to resign,Translation,补习 | 课程 | 外语 | 考试 | 自学 | 入学 | 研究生 | 高中 | 选修 | 大学 | 初中 | 英语,0.75
筹办,0,230,0.2508180989833381,38,0.035697626968496515,0.04548166399515464,0.9768751957212737,2,0.007086701943579572,0.9697884937776942,0.041197584020612445,7-9,chóubàn,to arrange; to make preparations,Translation,学费 | 生活费 | 缴纳 | 费用 | 交纳 | 退休金 | 利息 | 支出 | 减免 | 零花钱 | 房租 | 款项,0.25
率领,0,230,0.250009822751066,35,0.033570495080935236,0.04284351712180174,0.9867123804324712,35,0.008126597919083125,0.9785857825133881,0.022673999166357404,5,shuàilǐng,to lead; to command; to head,Translation,急忙 | 赶忙 | 赶紧 | 连忙 | 赶快 | 慌忙 | 设法 | 趁机 | 偷偷 | 竭力 | 急于 | 想方设法,0.5
筹备,0,230,0.24964849082134102,38,0.027177428854531088,0.034953591467962696,0.978653766166283,26,0.006135143246197475,0.9725186229200855,0.03703999945737501,7-9,chóubèi,preparations; to get ready for sth,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.0
商讨,0,230,0.24947370658924553,48,-0.004863700372616936,-0.006480386383951929,0.9092431103437053,48,0.07339515051526291,0.8358479598284424,0.09336350611474346,7-9,shāngtǎo,to discuss; to deliberate,Translation,解释 | 阐述 | 反驳 | 表述 | 猜测 | 推断 | 分析 | 揣测 | 判断 | 推测 | 断定 | 叙述,0.0
考察,0,230,0.2494529175143677,48,0.012149624276858811,0.015929823964275114,0.9869169045065684,48,0.01095114324609901,0.9759657612604694,0.02030637271152673,4,kǎochá,to inspect; to observe and study; on-the-spot investigation,Translation,解释 | 阐述 | 反驳 | 表述 | 猜测 | 推断 | 分析 | 揣测 | 判断 | 推测 | 断定 | 叙述,0.25
人选,0,230,0.2490395934157071,3,0.021059877984928588,0.027278917932421633,0.9704194658164783,3,0.021384674574378787,0.9490347912420996,0.041616789618505505,7-9,rénxuǎn,choice of person; candidate,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.75
司长,0,230,0.2478360049975699,25,0.04709117605994623,0.05891882563281037,0.7007272845194529,25,0.27261355424116424,0.42811373027828864,0.19691784519773278,6,sīzhǎng,bureau chief,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
参展,0,230,0.24750912512738688,32,0.04270532053601653,0.0537041308580097,0.9610601475769095,32,0.01619233947286195,0.9448678081040476,0.05986332843839712,6,cānzhǎn,to exhibit at or take part in a trade show etc,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
评委,0,230,0.24733786979411265,32,-0.006086592484206288,-0.008086752660906863,0.9248879791406828,3,0.04424172073094263,0.8806462584097401,0.08950012622511602,7-9,píngwěi,evaluation committee; judging panel; judging panel member; adjudicator (abbr. for 评选委员会委员),Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.25
对话,0,230,0.24731581823433316,33,0.029857587930366025,0.03815462520545545,0.9984183595033947,33,0.0006274677564538614,0.9977908917469409,0.0039006575825270237,2,duìhuà,to talk (with sb); dialogue; conversation,Translation,差别 | 差异 | 相同 | 重叠 | 相似 | 重合 | 相辅相成 | 衔接 | 相通 | 对立 | 相差 | 脱节,0.5
调研,0,230,0.24680039865133335,48,0.040075867885389915,0.05051948464268666,0.9812289616270384,48,0.009376650178603499,0.971852311448435,0.03241930582329849,6,diàoyán,to investigate and research; research; investigation,Translation,解释 | 阐述 | 反驳 | 表述 | 猜测 | 推断 | 分析 | 揣测 | 判断 | 推测 | 断定 | 叙述,0.5
交流,0,230,0.24677840318889127,33,0.008374096683986004,0.010995462232140324,0.9964769671344599,33,0.00190861721625404,0.9945683499182059,0.00764105824999469,3,jiāoliú,to exchange; exchange; communication; interaction; to have social contact (with sb),Translation,差别 | 差异 | 相同 | 重叠 | 相似 | 重合 | 相辅相成 | 衔接 | 相通 | 对立 | 相差 | 脱节,0.5
评选,0,230,0.24633556285886282,3,0.014558800048936893,0.01895126226874963,0.9277769521872575,3,0.06737858547201848,0.8603983667152391,0.07326005704059739,6,píngxuǎn,to select on the basis of a vote or consensus,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.25
派出,0,230,0.2459148393177797,38,0.02336717079100678,0.03005608169793172,0.9918724365187678,38,0.002821600404151537,0.9890508361146162,0.016152415848808842,6,pàichū,to send; to dispatch,Translation,构建 | 建立 | 遵循 | 着眼于 | 打造 | 确立 | 秉承 | 开辟 | 依托 | 着力 | 制定 | 搭建,0.5
竞选,0,230,0.24521530746329712,3,0.007251815430024761,0.009516362213897192,0.9331234404035318,25,0.026418542502916184,0.9067048979006156,0.0908630850404326,7-9,jìngxuǎn,to take part in an election; to run for office,Translation,警察 | 军官 | 军人 | 公民 | 士兵 | 民众 | 干部 | 医务 | 官吏 | 职员 | 法官 | 群众,0.75
