token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
揣摩,0,51,0.3920539425207149,142,0.08914870443864359,0.12788606271171396,1.0,66,4.1684302392892646e-29,1.0,5.141183107836857e-28,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,1.0
商务,1,43,0.26258828002530926,12,-0.009002037316740708,-0.012207613566339478,1.0,30,2.5202639493638816e-27,1.0,3.583107449277009e-26,4,shāngwù,commercial affairs; commercial; commerce; business,Translation,探测 | 卫星 | 观测 | 仪器 | 激光 | 微型 | 测量 | 无线电 | 小型 | 三维 | 人造 | 太空,0.25
视觉,1,43,0.26238176216014875,16,-0.028371678517101873,-0.03846390593620574,1.0,27,1.1879158583859512e-19,1.0,9.770216941326179e-19,7-9,shìjué,sight; vision; visual,Translation,录音机 | 摄像机 | 电脑 | 相机 | 音响 | 屏幕 | 显示器 | 耳机 | 摄像 | 磁带 | 按键 | 硬盘,0.0
大众,1,43,0.250040210015513,145,-0.072184404418707,-0.09625103289897734,1.0,145,9.351554255712154e-17,0.9999999999999999,6.592207328971112e-16,4,dàzhòng,"Volkswagen (automobile manufacturer); the masses; the great bulk of the population; popular (of music, science etc)",Translation,观众 | 民众 | 市民 | 学生 | 听众 | 读者 | 群众 | 网民 | 游客 | 影迷 | 球迷 | 歌迷,0.5
创业,1,43,0.24820222901786404,168,-0.019195256009775286,-0.02553247262850869,1.0,90,5.180794412272155e-23,1.0,5.210864381672793e-22,3,chuàngyè,to begin an undertaking; to start a major task; to initiate; to venture; venture; entrepreneurship,Translation,产业 | 业务 | 创新 | 产品 | 研发 | 运营 | 企业 | 领域 | 平台 | 发展 | 应用 | 行业,0.0
公关,1,43,0.24717898378984154,168,-0.014556802387942658,-0.01933633901617735,1.0,49,1.6096988153253624e-25,1.0,1.734426504897185e-24,7-9,gōngguān,public relations,Translation,播出 | 频道 | 专栏 | 电视台 | 栏目 | 播放 | 视频 | 杂志 | 博客 | 直播 | 访谈 | 电台,0.0
慈善,1,43,0.24547128710991176,194,-0.0493905248205079,-0.06545877443328331,1.0,39,1.1382721473523223e-29,1.0,1.4341086845326178e-28,7-9,císhàn,benevolent; charitable,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,0.0
正版,1,43,0.24065065553087917,27,-0.018596578443790035,-0.024490148808637407,1.0,129,7.208596936879855e-25,1.0,7.56846912995864e-24,5,zhèngbǎn,genuine; legal; see also 盗版,Translation,诈骗 | 假冒 | 敲诈 | 欺诈 | 贿赂 | 贪污 | 盗窃 | 非法 | 伪造 | 走私 | 倒卖 | 造假,0.0
体验,1,43,0.23992021390232368,52,-0.03929253544292874,-0.05169527747167238,1.0,0,6.164909735543505e-23,1.0,5.9505133455678705e-22,3,tǐyàn,to experience for oneself,Translation,揣摩 | 思索 | 思考 | 探求 | 领悟 | 琢磨 | 审视 | 反思 | 体会 | 挖掘 | 寻找 | 领会,0.0
同人,1,43,0.23897742741528408,128,-0.021130587172160015,-0.027766045230948614,1.0,128,1.3758970985995302e-31,1.0,1.8453803657372665e-30,7-9,tóngrén,people from the same workplace or profession; co-worker; colleague; pop culture enthusiasts who create fan fiction etc,Translation,歌剧 | 演唱 | 歌曲 | 话剧 | 独唱 | 舞蹈 | 戏剧 | 演奏 | 演出 | 合唱 | 乐曲 | 歌唱,0.25
低碳,1,43,0.2387837599429295,170,-0.00988495090770658,-0.012985733077588409,1.0,30,3.390554482800699e-18,1.0,2.574154942472129e-17,7-9,dītàn,(attributive) low-carbon; low-carb (diet),Translation,探测 | 卫星 | 观测 | 仪器 | 激光 | 微型 | 测量 | 无线电 | 小型 | 三维 | 人造 | 太空,0.25
先锋,1,43,0.23167092663811317,131,-0.015887082127188423,-0.020677444962056608,1.0,193,3.982644131360297e-24,1.0,4.348922493545581e-23,6,xiānfēng,vanguard; pioneer; avant-garde,Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,0.25
环球,1,43,0.2313272445347219,193,0.020022925487352405,0.025387390816148,1.0,183,5.790214706348129e-24,1.0,7.417891472334582e-23,7-9,huánqiú,around the world; worldwide,Translation,福 | 德 | 利 | 海 | 宝 | 富 | 腾 | 安 | 俊 | 盛 | 信 | 金,0.25
智慧,1,43,0.229529067332726,196,-0.03704319406068157,-0.04807863929719292,1.0,90,1.0566472185430806e-31,1.0,1.4397561099329367e-30,6,zhìhuì,wisdom; knowledge; intelligent; intelligence,Translation,产业 | 业务 | 创新 | 产品 | 研发 | 运营 | 企业 | 领域 | 平台 | 发展 | 应用 | 行业,0.25
启迪,1,43,0.22763105687450683,0,-0.010914568106211775,-0.014131288166565302,1.0,0,7.689371507732423e-28,1.0,9.060745274024536e-27,7-9,qǐdí,to edify; enlightenment,Translation,揣摩 | 思索 | 思考 | 探求 | 领悟 | 琢磨 | 审视 | 反思 | 体会 | 挖掘 | 寻找 | 领会,0.0
联想,1,43,0.1953147929492824,106,-0.02177573093341348,-0.027061179629764183,1.0,27,4.9878298556551415e-29,1.0,1.1894305220483284e-27,5,liánxiǎng,Lenovo; to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs,Translation,录音机 | 摄像机 | 电脑 | 相机 | 音响 | 屏幕 | 显示器 | 耳机 | 摄像 | 磁带 | 按键 | 硬盘,0.25
话语,2,41,0.40950981316046187,73,0.07082647041772994,0.10709917804199016,1.0,74,6.218766266150394e-31,1.0,8.163573975059975e-30,7-9,huàyǔ,words; speech; utterance; discourse,Translation,汉语 | 英语 | 语法 | 口语 | 日语 | 汉字 | 英文 | 俄语 | 法语 | 词汇 | 外语 | 语言,0.5
言辞,2,41,0.4010770259466492,38,0.02261805697662045,0.0363902877644932,1.0,38,7.476340112844421e-35,1.0,1.1760156410366012e-33,7-9,yáncí,words; expression; what one says,Translation,谦逊 | 谦虚 | 沉稳 | 和蔼 | 诚恳 | 豁达 | 文雅 | 稳重 | 彬彬有礼 | 礼貌 | 坦诚 | 风趣,0.25
一句话,2,41,0.3995543866641412,115,0.10128633740982829,0.14433764531057416,1.0,136,9.979522642390627e-27,1.0,1.1276575726273917e-25,5,yī jù huà,in a word; in short,Translation,你 | 怎么 | 要不 | 要是 | 你们 | 要不然 | 难道 | 不然 | 干吗 | 咱 | 是不是 | 别说,0.5
废话,2,41,0.39769418551936664,43,0.03554535392611724,0.05572672072531246,1.0,43,2.98176993009397e-28,1.0,3.582948959442217e-27,7-9,fèihuà,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic),Translation,嘛 | 啊 | 呀 | 唉 | 哎 | 挺好 | 不行 | 哎呀 | 哈哈 | 没劲 | 吧 | 没意思,0.0
实话,2,41,0.39685096232076905,43,0.04691807513929519,0.0721742020387253,1.0,43,4.3195625004765335e-29,1.0,6.009553955610369e-28,7-9,shíhuà,truth,Translation,嘛 | 啊 | 呀 | 唉 | 哎 | 挺好 | 不行 | 哎呀 | 哈哈 | 没劲 | 吧 | 没意思,0.0
开场白,2,41,0.39466140256013,74,0.08910314578464118,0.1283090290207891,1.0,158,1.2767799537419117e-38,1.0,5.870785279357718e-37,7-9,kāichǎngbái,"prologue of play; opening remarks; preamble (of speeches, articles etc)",Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,1.0
话,2,41,0.3927479992665696,43,0.07273817596085119,0.10696945110951761,1.0,136,1.0530359348390699e-36,1.0,1.6611446408557625e-35,1,huà,dialect; language; spoken words; speech; talk; words; conversation; what sb said; old variant of 话,Translation,你 | 怎么 | 要不 | 要是 | 你们 | 要不然 | 难道 | 不然 | 干吗 | 咱 | 是不是 | 别说,0.25
谎话,2,41,0.3859446544334644,84,0.04572552995602491,0.06930411543045904,1.0,114,2.5215240814330172e-31,1.0,3.353107526557625e-30,7-9,huǎnghuà,lie,Translation,逞能 | 撒谎 | 胡闹 | 随大溜 | 吹牛 | 挣钱 | 出洋相 | 人缘儿 | 耍赖 | 偷懒 | 骗人 | 见钱眼开,0.0
句,2,41,0.38216392642160774,74,0.06376155812859802,0.09354721196567801,1.0,172,9.83390518649733e-28,1.0,1.4695372510799898e-26,2,jù,variant of 勾; sentence; clause; phrase; classifier for phrases or lines of verse,Translation,结尾 | 段落 | 词语 | 开头 | 词 | 写 | 生硬 | 画蛇添足 | 大意 | 推敲 | 潦草 | 精练,0.25
回答,2,41,0.3815509872206063,115,0.05038844878373089,0.07533736023991414,1.0,66,5.301431966839795e-22,1.0,8.921087842367502e-21,1,huídá,to reply; to answer; reply; answer,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,0.25
言语,2,41,0.37131547455541297,73,0.023541770185961375,0.036094481844222745,1.0,38,1.187996264389772e-30,1.0,1.794597890746647e-29,5,yányǔ,words; speech; (spoken) language; to speak; to tell,Translation,谦逊 | 谦虚 | 沉稳 | 和蔼 | 诚恳 | 豁达 | 文雅 | 稳重 | 彬彬有礼 | 礼貌 | 坦诚 | 风趣,0.0
笑话,2,41,0.3711329204510816,84,0.0062100447180029605,0.009778410339013941,1.0,60,8.091796549906835e-35,1.0,1.5039727848695386e-33,2,xiàohua,joke; jest; to laugh at; to mock,Translation,蠢 | 傻 | 可恶 | 小偷儿 | 倒霉 | 贱 | 丑 | 可笑 | 笨蛋 | 丢人 | 惨 | 可悲,0.0
演说,2,41,0.3702679614543988,158,0.054821499878784985,0.0800835826588023,1.0,158,7.674393547507583e-18,1.0,5.708178842990199e-17,7-9,yǎnshuō,speech; to deliver a speech,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.25
语气,2,41,0.3620140147006309,73,-0.03526078914117098,-0.055268908649498356,1.0,73,4.824924678798578e-19,1.0,3.840718153216122e-18,7-9,yǔqì,tone; manner of speaking; mood,Translation,神情 | 笑容 | 眼神 | 泪水 | 表情 | 眼泪 | 脸 | 脸色 | 惨白 | 红扑扑 | 神态 | 笑脸,0.0
名言,2,41,0.35629423880184385,172,0.06581887107387074,0.09276474428112065,1.0,108,9.491115125280278e-25,1.0,9.90874334615834e-24,7-9,míngyán,saying; famous remark,Translation,儒学 | 佛教 | 儒家 | 道教 | 宗教 | 古代 | 民俗 | 文学 | 文人 | 哲学 | 古典 | 国学,0.5
议论,2,41,0.3555845854182188,84,-0.037132214198684454,-0.05762154870671865,1.0,20,1.0387970519343302e-19,1.0,8.5700629607482515e-19,4,yìlùn,to comment; to talk about; to discuss; discussion,Translation,商讨 | 讨论 | 探讨 | 谈论 | 磋商 | 研讨 | 谈 | 协商 | 商量 | 争论 | 洽谈 | 辩论,0.25
发言,2,41,0.3549958721813375,158,0.02945950180530349,0.043678414241147615,1.0,158,1.343612816878086e-19,1.0,1.101969123768369e-18,3,fāyán,to make a speech; statement; utterance,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.25
言论,2,41,0.35424410854019694,124,0.03937150531347211,0.057465962533244125,1.0,153,4.466001939801762e-31,1.0,6.16920472627058e-30,7-9,yánlùn,expression of opinion; views; remarks; arguments,Translation,宣布 | 提出 | 宣称 | 声称 | 重申 | 强调 | 承认 | 表示 | 表态 | 否认 | 指出 | 敦促,0.25
谈话,2,41,0.3516963075158959,197,-0.000433570127388927,-0.0006687762732426721,1.0,197,6.960731752802004e-24,1.0,1.3132853632770078e-22,3,tánhuà,to talk (with sb); to have a conversation; talk; conversation,Translation,见面 | 交谈 | 争吵 | 吵架 | 相处 | 吵嘴 | 会面 | 交往 | 争执 | 对峙 | 交朋友 | 打交道,0.0
实话实说,2,41,0.3515338067853001,115,0.01595276973835713,0.02401010601421416,1.0,136,2.8172038110281805e-25,1.0,3.0076703009698535e-24,7-9,shíhuà-shíshuō,to tell the truth; to tell it as it is,Translation,你 | 怎么 | 要不 | 要是 | 你们 | 要不然 | 难道 | 不然 | 干吗 | 咱 | 是不是 | 别说,0.0
讲话,2,41,0.3505545587687008,158,0.036051017109779926,0.05259110630129944,1.0,158,3.2122207580483836e-25,1.0,3.4192317494263256e-24,2,jiǎnghuà,a speech; to speak; to talk; to address,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.25
引经据典,2,41,0.34412483161866125,172,0.021055577716438734,0.031104478320441685,1.0,66,1.7097467179171558e-34,1.0,2.767779591652175e-33,7-9,yǐnjīng-jùdiǎn,lit. to quote the classics; to quote chapter and verse (idiom),Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,0.25
提问,2,41,0.34233724530874565,115,0.046736594494631856,0.06634957080617403,1.0,103,1.0091338209619444e-27,1.0,1.476165476597345e-26,3,tíwèn,to question; to quiz; to grill,Translation,递交 | 提交 | 答复 | 公函 | 汇报 | 书面 | 上报 | 通知书 | 通告 | 通报 | 通知 | 填写,0.25
话题,2,41,0.3390365510664481,20,0.050282324916806787,0.07069613172476424,1.0,33,6.64708545393884e-33,1.0,9.296662750232002e-32,3,huàtí,subject (of a talk or conversation); topic,Translation,措施 | 原则 | 纲领 | 举措 | 规定 | 协议 | 方案 | 议程 | 协定 | 条例 | 草案 | 条款,0.25
滔滔不绝,2,41,0.33798925041864397,179,0.008651753872118528,0.012900309511218507,1.0,19,1.0225122914391096e-30,1.0,1.332697750881156e-29,7-9,tāotāo-bùjué,unceasing torrent (idiom); talking non-stop; gabbling forty to the dozen,Translation,扭头 | 小声 | 摇头 | 坐下 | 发愣 | 点头 | 走开 | 咧嘴 | 一言不发 | 苦笑 | 瞅 | 瞪,0.0
讲,2,41,0.33702153852126876,115,0.015971752687885643,0.023524188305161956,1.0,115,2.4651130480336487e-28,1.0,2.957687086941122e-27,2,jiǎng,to speak; to explain; to negotiate; to emphasize; to be particular about; as far as sth is concerned; speech; lecture,Translation,劝 | 质问 | 恳求 | 嘱咐 | 哀求 | 劝说 | 劝告 | 叮嘱 | 问 | 告诫 | 吩咐 | 劝阻,0.25
脱口而出,2,41,0.33603470504740846,122,0.01067712540313176,0.01582634753015072,1.0,19,1.3435669940317782e-26,1.0,2.3647116695556622e-25,7-9,tuōkǒu'érchū,to blurt out; to let slip (an indiscreet remark),Translation,扭头 | 小声 | 摇头 | 坐下 | 发愣 | 点头 | 走开 | 咧嘴 | 一言不发 | 苦笑 | 瞅 | 瞪,0.0
的话,2,41,0.33197791678300614,43,0.017996194123245934,0.02623282019980422,1.0,136,1.6508339474773535e-18,1.0,1.2790324904569441e-17,2,dehuà,if (coming after a conditional clause),Translation,你 | 怎么 | 要不 | 要是 | 你们 | 要不然 | 难道 | 不然 | 干吗 | 咱 | 是不是 | 别说,0.0
稿子,2,41,0.3275831001016024,41,-0.01126128217995237,-0.01674747047799357,1.0,41,1.2146642465024782e-19,1.0,9.98511506981321e-19,6,gǎozi,draft of a document; script; manuscript; mental plan; precedent,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,0.25
谎言,2,41,0.3225412700238419,61,-0.005493332544868723,-0.008108733863481323,1.0,163,4.3600915613674945e-25,1.0,4.615934160964196e-24,7-9,huǎngyán,lie,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,0.0
答案,2,41,0.3219381426632303,41,0.020253719252041613,0.029003676748811304,1.0,41,5.3808917401066536e-27,1.0,6.913589337007328e-26,4,dá'àn,answer; solution,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,0.25
简短,2,41,0.31931462054572995,38,0.004936186367601458,0.007199578621311868,1.0,172,2.8945079291334665e-40,1.0,4.973611535139982e-39,7-9,jiǎnduǎn,"brief (statement, summary etc); briefly; brevity",Translation,结尾 | 段落 | 词语 | 开头 | 词 | 写 | 生硬 | 画蛇添足 | 大意 | 推敲 | 潦草 | 精练,0.5
感想,2,41,0.31779969990174023,187,-0.0034931495895576536,-0.005120416377791782,1.0,124,5.746183051515424e-21,1.0,5.0545368250717676e-20,5,gǎnxiǎng,impressions; reflections; thoughts,Translation,想法 | 态度 | 意愿 | 意图 | 念头 | 愿望 | 心态 | 动机 | 用意 | 看法 | 情绪 | 劲头,0.25
解说,2,41,0.3100195758278299,74,0.020823743290936225,0.029296034328635263,1.0,41,3.017892615246426e-29,1.0,6.402158263112391e-28,6,jiěshuō,to explain (verbally); to give a running commentary,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,0.25
绘声绘色,2,41,0.30837809374858616,179,-0.01528092991777752,-0.022094340534411436,1.0,107,4.4374387905425886e-39,1.0,1.7411129312089037e-37,7-9,huìshēng-huìsè,vivid and colorful (idiom); true to life; lively and realistic,Translation,有名 | 远近闻名 | 难得一见 | 家喻户晓 | 闻名 | 当之无愧 | 瞩目 | 耳熟能详 | 随处可见 | 少见 | 比比皆是 | 出名,0.25
对白,2,41,0.30837187135802047,74,-0.02739503912901331,-0.039609492434617734,1.0,128,2.406700634261244e-24,1.0,2.5406776609828986e-23,7-9,duìbái,dialogue (in a movie or a play),Translation,歌剧 | 演唱 | 歌曲 | 话剧 | 独唱 | 舞蹈 | 戏剧 | 演奏 | 演出 | 合唱 | 乐曲 | 歌唱,0.0
头头是道,2,41,0.3010426899760478,142,0.006417154487025845,0.009097514596696846,1.0,43,1.1522385619151859e-27,1.0,2.1426915070215746e-26,7-9,tóutóu-shìdào,clear and logical,Translation,嘛 | 啊 | 呀 | 唉 | 哎 | 挺好 | 不行 | 哎呀 | 哈哈 | 没劲 | 吧 | 没意思,0.0
俗话,2,41,0.2967163628255126,136,0.031522837810800786,0.042899510121262766,1.0,108,8.230704084615741e-24,1.0,8.29094919641618e-23,7-9,súhuà,common saying; proverb,Translation,儒学 | 佛教 | 儒家 | 道教 | 宗教 | 古代 | 民俗 | 文学 | 文人 | 哲学 | 古典 | 国学,0.25
社论,2,41,0.2871216292413964,49,0.00710935071406571,0.009874266604886234,1.0,49,3.248892653672841e-22,1.0,3.0339994744306334e-21,7-9,shèlùn,editorial (in a newspaper),Translation,播出 | 频道 | 专栏 | 电视台 | 栏目 | 播放 | 视频 | 杂志 | 博客 | 直播 | 访谈 | 电台,0.0
答,2,41,0.28211305270635484,115,0.009906808335045314,0.013612109554976205,1.0,115,1.4955123796803858e-33,1.0,3.4974545365799177e-32,5,dá,"bound form having the same meaning as the free word 答, used in 答应, 理 etc; to answer; to reply; to respond",Translation,劝 | 质问 | 恳求 | 嘱咐 | 哀求 | 劝说 | 劝告 | 叮嘱 | 问 | 告诫 | 吩咐 | 劝阻,0.0
一番,2,41,0.25764195615335694,115,0.010944442313865349,0.014528615682191458,1.0,136,8.32621712941405e-32,1.0,1.2273536056993994e-30,6,yīfān,Some,Translation,你 | 怎么 | 要不 | 要是 | 你们 | 要不然 | 难道 | 不然 | 干吗 | 咱 | 是不是 | 别说,0.0
冷,3,47,0.36141300784199776,46,0.02649391555556585,0.03983562788871394,1.0,95,2.947680003409608e-29,1.0,3.956267097333641e-28,1,lěng,cold; surname Leng,Translation,头晕 | 心慌 | 疼 | 疲倦 | 呕吐 | 烦躁 | 咳嗽 | 痒 | 哆嗦 | 难受 | 肿 | 痛,0.5
凉,3,47,0.358951117074997,46,-0.021482320186581416,-0.033511204463161984,1.0,46,6.162053165109435e-24,1.0,6.216844883479882e-23,2,liáng,"the five Liang of the Sixteen Kingdoms, namely: Former Liang 前凉 (314-376), Later Liang 后凉 (386-403), Northern Liang 北凉 (398-439), Southern Liang 南凉 (397-414), Western Liang 西凉 (400-421); cool; cold; to let sth cool down",Translation,煮 | 拌 | 煎 | 炖 | 蘸 | 蒸 | 烫 | 汁 | 浇 | 淋 | 烤 | 熬,0.5
腥,3,47,0.35683636477092845,46,-0.03186429160508181,-0.04954305539014632,1.0,190,8.65500381246374e-23,1.0,8.346912093716465e-22,7-9,xīng,fishy (smell),Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.5
渗,3,47,0.35218304331906264,46,-0.011281440672212428,-0.017414549829032504,1.0,46,3.9335786269841915e-24,1.0,4.002113969389978e-23,7-9,shèn,to seep; to ooze; to horrify,Translation,煮 | 拌 | 煎 | 炖 | 蘸 | 蒸 | 烫 | 汁 | 浇 | 淋 | 烤 | 熬,0.0
热气,3,47,0.3485331498136538,46,-0.04333807309188964,-0.06652383475765986,1.0,35,3.1692754639816204e-24,1.0,3.2588204892502195e-23,7-9,rèqì,steam; heat,Translation,闪烁 | 火焰 | 荡漾 | 跳跃 | 天空 | 光芒 | 飞翔 | 跳动 | 波涛 | 旋转 | 摇晃 | 照耀,0.25
湿,3,47,0.33996440484096174,46,0.016287804762372404,0.024082864446602195,1.0,190,3.63568371350156e-23,1.0,3.9015920817726615e-22,4,shī,variant of 湿; moist; wet,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.5
暖,3,47,0.3356654363622762,78,0.03430047559617344,0.049096414679954126,1.0,165,4.790662603030124e-41,1.0,8.394543425822847e-40,5,nuǎn,"old variant of 暖; warm; to warm; variant of 暖; variant of 暖, warm",Translation,缠 | 绷 | 钉 | 竖 | 缝 | 斜 | 弯 | 兜 | 剪 | 绞 | 夹 | 拱,0.5
水,3,47,0.33531586230078875,46,-0.025246047228595025,-0.03798202152978033,1.0,190,1.1159380773235468e-23,1.0,1.6202893105622522e-22,1,shuǐ,water; river; liquid; beverage; additional charges or income; (of clothes) classifier for number of washes; surname Shui,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.25
