token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
魅力,0,164,0.33245281890765455,1,0.051931073252129756,0.0721787947565486,0.9998478159565728,26,0.00010912035595891432,0.9997386956006139,0.0004104611505282552,7-9,mèilì,charm; fascination; glamor; charisma,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
血脉,0,164,0.24775211052136006,26,0.016101661073410406,0.020956166450336985,0.9718397092588194,28,0.02473241574487445,0.9471072935139448,0.036979410514123665,7-9,xuèmài,blood vessels,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,0.5
趣味,0,164,0.2472377925343348,28,-0.030603893025929918,-0.04065545895159186,0.9705747817192457,13,0.027620495697769833,0.9429542860214759,0.03594561272404153,7-9,qùwèi,fun; interest; delight; taste; liking; preference,Translation,音乐 | 歌曲 | 戏剧 | 舞蹈 | 歌剧 | 话剧 | 电影 | 诗歌 | 演唱 | 独唱 | 节目 | 歌词,0.5
眼光,0,164,0.24679491633349412,28,-0.013632708746913663,-0.01809959736404249,0.8928616056998355,28,0.09771032548763478,0.7951512802122007,0.09869547342861626,5,yǎnguāng,gaze; insight; foresight; vision; way of looking at things,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,0.5
盛会,0,164,0.24643645572896256,15,-0.031137996544341462,-0.0413209964588493,0.9717129216184267,15,0.020418778309740013,0.9512941433086867,0.03873936260566126,7-9,shènghuì,pageant; distinguished meeting,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.75
硕果,0,164,0.2462864441389194,26,0.007540908711058419,0.00990589751785147,0.9999541983056142,1,0.0000239886942470012,0.9999302096113671,0.00014184894880194443,7-9,shuòguǒ,major achievement; great work; triumphant success,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,1.0
亮点,0,164,0.246272104983411,4,0.002392900421316929,0.003164706533340427,0.9825132037632457,16,0.009698088440263899,0.9728151153229818,0.027976863688779673,7-9,liàngdiǎn,highlight; bright spot,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,1.0
元素,0,164,0.24539653796546984,21,0.031228289682498106,0.03973915486904784,0.9516693297214897,21,0.0352617573883839,0.9164075723331058,0.05781680542172615,6,yuánsù,element (key component of sth); (chemistry) element; (math.) element (member of a set),Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.25
构想,0,164,0.2449951959407609,22,0.0005916533568958438,0.000783028230332174,0.9925981333478833,22,0.005792613707058312,0.986805519640825,0.012514693644214788,7-9,gòuxiǎng,to conceive; concept,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,1.0
奇迹,0,164,0.2436945546386817,26,-0.0023197043016873475,-0.0030671527170866224,0.9632615336927619,26,0.02046908221052275,0.9427924514822391,0.050133640042234986,7-9,qíjì,miracle; miraculous; wonder; marvel,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.5
能力,0,164,0.24346458006922647,4,-0.001176803839338797,-0.0015555171751859386,0.9021165115214933,16,0.08940075830247844,0.8127157532190149,0.09160048975712497,3,nénglì,capability; ability,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.5
信心,0,164,0.24318861515985069,7,-0.009054988781428075,-0.011964657195716781,0.969487963145994,4,0.024483275370296213,0.9450046877756977,0.04077507717294913,2,xìnxīn,confidence; faith (in sb or sth),Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.5
纽带,0,164,0.2430124179523868,46,0.025206602432711472,0.03222550478236839,0.9969606265531972,39,0.00100734516022558,0.9959532813929716,0.0065958101614463265,7-9,niǔdài,tie; link; bond,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.5
殿堂,0,164,0.24088831289184845,36,0.011151500855646396,0.014477520190372305,0.999542765573301,9,0.00037176458962422484,0.9991710009836768,0.001102307400994763,7-9,diàntáng,palace; hall; temple buildings,Translation,山岭 | 树林 | 峡谷 | 丘陵 | 山坡 | 山谷 | 山顶 | 海岸 | 山峰 | 沿岸 | 河流 | 湖泊,0.75
气氛,0,164,0.23828947101796638,1,-0.012098228009032097,-0.015882973319536982,0.995505657638415,14,0.004492359520112594,0.9910132981183024,0.007361185762956719,6,qìfēn,atmosphere; mood,Translation,小声 | 大声 | 招呼 | 嬉笑 | 点头 | 插嘴 | 扭头 | 交头接耳 | 自言自语 | 神情 | 听见 | 坐下,0.75
宝库,0,164,0.23827299243652214,1,0.0195190588247994,0.024984521093381607,0.9995337399256479,21,0.0004552205928813224,0.9990785193327666,0.0010503698069040178,7-9,bǎokù,"treasure-house; treasury; treasure-trove (often fig., book of treasured wisdom)",Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,1.0
角色,0,164,0.23816115408454402,22,0.005827186647226201,0.007590783491844092,0.5700584618041397,16,0.42000584752231496,0.1500526142818247,0.1895036448330181,4,juésè,role; character in a novel; persona; also pr. [jiǎo sè],Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.0
记忆,0,164,0.2380167342980072,49,-0.02503195513888154,-0.032851056270665424,0.9713368364514111,28,0.016087845906455005,0.9552489905449562,0.039679587431435535,5,jìyì,to remember; to recall; memory,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,1.0
凯歌,0,164,0.2377876656072898,26,0.0029082056490447594,0.0038009770968715525,0.998413438292343,26,0.0007031817865624462,0.9977102565057805,0.0035895136610172526,7-9,kǎigē,triumphal hymn; victory song; paean,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.5
韧性,0,164,0.23760038676771744,37,-0.0039107841543586375,-0.005129572584354299,0.9950645710933346,1,0.002425158605556541,0.992639412487778,0.00907622841737867,7-9,rènxìng,toughness,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.25
生命线,0,164,0.23732261773483349,4,0.02107341359514195,0.026887900728713318,0.9948115174477448,39,0.001992542570706763,0.992818974877038,0.010118622849534837,7-9,shēngmìngxiàn,lifeline,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.5
标志,0,164,0.23717012621859251,21,0.028458733909374867,0.03596504945575553,0.7793543158939521,21,0.1862069491771444,0.5931473667168077,0.17054167066211487,4,biāozhì,sign; mark; symbol; logo; to symbolize; to indicate; to mark,Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.5
形态,0,164,0.2371523870846472,22,0.02382347580165406,0.030283909175444802,0.49893511311646116,22,0.31388047535557784,0.18505463776088332,0.29113933923393204,5,xíngtài,shape; form; pattern; morphology,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,0.0
节奏,0,164,0.23653318822976646,4,-0.0067584418018750425,-0.008852305951851876,0.9422724429005762,4,0.04638311459156518,0.895889328309011,0.06705146462565108,6,jiézòu,rhythm; tempo; musical pulse; cadence; beat,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.25
脚印,0,164,0.23644038344485802,45,-0.037783408161369436,-0.049483245763876485,0.7760603214597579,9,0.2232631463474394,0.5527971751123185,0.1373322750165748,6,jiǎoyìn,footprint,Translation,山岭 | 树林 | 峡谷 | 丘陵 | 山坡 | 山谷 | 山顶 | 海岸 | 山峰 | 沿岸 | 河流 | 湖泊,0.75
模式,0,164,0.23481865870185245,4,-0.015020572681986338,-0.019630082271090886,0.4625827846005742,4,0.2887422915357195,0.17384049306485472,0.31248528622541005,5,móshì,mode; method; pattern,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.25
嗅觉,0,164,0.23440297009765532,45,-0.016073538082645333,-0.020994775913244577,0.994022975546521,28,0.005006168948871969,0.989016806597649,0.010355865736962996,7-9,xiùjué,sense of smell,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,0.0
影子,0,164,0.23413631357000717,45,0.00013311506122834493,0.0001737801789370765,0.9868779593313833,35,0.011765175112004098,0.9751127842193792,0.019667045748341053,4,yǐngzi,shadow; reflection; (fig.) hint; indication; influence,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.75
属性,0,164,0.23408803372889195,28,0.02429983937645508,0.03075104573582248,0.657273579956415,35,0.28628719094510624,0.37098638901130876,0.20983476094686948,7-9,shǔxìng,attribute; property,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.0
宝藏,0,164,0.2336556302159369,20,-0.006312680101265872,-0.008237393461955754,0.999377122855781,26,0.00021126185677488888,0.9991658609990061,0.0016088408451682273,7-9,bǎozàng,precious mineral deposits; hidden treasure; (fig.) treasure; (Buddhism) the treasure of Buddha's law,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
视角,0,164,0.23362442396639413,49,0.021180636076511994,0.026894126096424557,0.7510807782122285,35,0.24291722973723084,0.5081635484749977,0.15263110242209726,7-9,shìjiǎo,angle from which one observes an object; (fig.) perspective; viewpoint; frame of reference; (cinematography) camera angle; (visual perception) visual angle (the angle a viewed object subtends at the eye); (photography) angle of view,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.5
场面,0,164,0.23360901649815366,14,-0.013713222559374266,-0.017893246207979694,0.9993372685871307,15,0.00025892666953497833,0.9990783419175957,0.00172384487897488,5,chǎngmiàn,scene; spectacle; occasion; situation,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.75
场景,0,164,0.23356504326489283,4,0.019031825570967026,0.02422995599519927,0.9990722447603732,9,0.0003814225450740145,0.9986908222152991,0.0023259927550047556,6,chǎngjǐng,scene; scenario; situation; setting,Translation,山岭 | 树林 | 峡谷 | 丘陵 | 山坡 | 山谷 | 山顶 | 海岸 | 山峰 | 沿岸 | 河流 | 湖泊,1.0
堡垒,0,164,0.23332321478671142,9,0.005766337648489883,0.00746506438833533,0.9459878994688726,39,0.02088947565511804,0.9250984238137546,0.07086628211194491,7-9,bǎolěi,fort,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.25
结晶,0,164,0.23294874838725257,38,0.009293126592118867,0.011970366312959195,0.972316593698677,38,0.027226485716558738,0.9450901079821182,0.03310645872523135,7-9,jiéjīng,to crystallize; crystallization; crystal; crystalline; (fig.) the fruit (of labor etc),Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.75
观感,0,164,0.23294659467919826,22,-0.0024985270142118265,-0.0032573051587809435,0.9320907417535028,22,0.0604043778979979,0.8716863638555049,0.07119704028047297,7-9,guāngǎn,one's impressions; observations,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,0.75
智慧,0,164,0.2325655623250762,28,0.0017997867950460544,0.0023397123240144805,0.8503627777999655,28,0.09175228860010282,0.7586104891998626,0.1476229227243047,6,zhìhuì,wisdom; knowledge; intelligent; intelligence,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,0.0
支柱,0,164,0.23080290212721538,4,0.02487289960845962,0.031323308634446934,0.9924577579706897,39,0.0020504890163050515,0.9904072689543847,0.014349525251231053,7-9,zhīzhù,mainstay; pillar; prop; backbone,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.75
触觉,0,164,0.23075509559231708,45,-0.044060234269681225,-0.057277252039267645,0.9888740316245255,45,0.006909140285097624,0.9819648913394279,0.01846695428877023,7-9,chùjué,sense of touch; tactile sensation,Translation,手臂 | 胳膊 | 嘴唇 | 手掌 | 脖子 | 肩膀 | 手指 | 身子 | 舌头 | 鼻子 | 脸颊 | 嘴巴,0.0
方向,0,164,0.23045852449485202,4,-0.021625351740702153,-0.02810160651380961,0.8451456594102432,35,0.10515629367207278,0.7399893657381704,0.13553329664524996,2,fāngxiàng,direction; orientation,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.5
主题,0,164,0.22997411172620708,21,0.015502952319310148,0.019735688262705803,0.9597638150939843,13,0.03298572162728922,0.9267780934666952,0.05001312921178023,4,zhǔtí,theme; subject,Translation,音乐 | 歌曲 | 戏剧 | 舞蹈 | 歌剧 | 话剧 | 电影 | 诗歌 | 演唱 | 独唱 | 节目 | 歌词,0.75
后盾,0,164,0.22973165877312107,44,0.011201456941645982,0.014333832181228294,0.9506024415754929,4,0.021231713947612526,0.9293707276278804,0.0671783140273466,7-9,hòudùn,support; backing,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.5
背景,0,164,0.22970539032218396,22,-0.0070872253027197685,-0.00920066843734513,0.3713295410270876,22,0.3205377268345193,0.050791814192568285,0.2891222604178137,4,bèijǐng,background; backdrop; context; (fig.) powerful backer,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,0.0
火花,0,164,0.2296793148592949,45,0.015715849418668965,0.019993790018270303,0.9895570859043797,43,0.00570478373003217,0.9838523021743476,0.018002332434971267,7-9,huǒhuā,spark; sparkle,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.75
能量,0,164,0.22919264099197947,38,-0.0072270214021160906,-0.00937591126713784,0.9970661151932526,38,0.0016887884035823619,0.9953773267896703,0.006294190307820453,5,néngliàng,energy; capabilities,Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.25
口号,0,164,0.22905174890768973,4,-0.010864498401433859,-0.014092383484936416,0.6074935536219411,28,0.26908492031577486,0.3384086333061663,0.26574271653379217,5,kǒuhào,slogan; catchphrase,Translation,品德 | 人格 | 道德 | 自尊 | 人性 | 信仰 | 信念 | 观念 | 思想 | 性格 | 天性 | 价值观,0.25
空间,0,164,0.22716208003981103,4,0.01326326765147573,0.01687221423971167,0.8743585083995451,31,0.10364881589120993,0.7707096925083352,0.11539385920443529,4,kōngjiān,"space; room; (fig.) scope; leeway; (astronomy) outer space; (physics, math.) space",Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,0.25
光环,0,164,0.22664063108727953,16,0.019021056967458844,0.024004955632681298,0.3790098343423264,39,0.32408459662089323,0.05492523772143315,0.31356107612495354,7-9,guānghuán,ring of light; halo; (fig.) glory; splendor,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.25
优点,0,164,0.22615576250075256,4,-0.038721253744330913,-0.050037529347588705,0.7682975475539358,4,0.20768017850091713,0.5606173690530186,0.16405087810153388,3,yōudiǎn,merit; benefit; strong point; advantage,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.25
情景,0,164,0.22573285656521117,22,-0.0216463566123459,-0.027957219670098336,0.9982976575930131,22,0.0004961605738776693,0.9978014970191355,0.004056872021483524,4,qíngjǐng,scene; spectacle; circumstances; situation,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,0.75
精华,0,164,0.22565532582241837,1,0.014803827119453744,0.01875924125195995,0.993399187005481,30,0.0029236901025334783,0.9904754969029476,0.013018823737322594,7-9,jīnghuá,best feature; most important part of an object; quintessence; essence; soul,Translation,独特 | 有名 | 出名 | 驰名 | 出众 | 独一无二 | 昂贵 | 出色 | 顶级 | 耀眼 | 名贵 | 一流,1.0
士气,0,164,0.22481356892975207,7,-0.02502250201423528,-0.03227933437855495,0.9902872259843608,16,0.002018503585872217,0.9882687223984886,0.019644842435416626,7-9,shìqì,morale,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.5
前途,0,164,0.22476256151072516,26,-0.012193432931429465,-0.01572864302734289,0.7232289313921001,16,0.06955475310259933,0.6536741782895008,0.28118893754993757,4,qiántú,prospects; future outlook; journey,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.5
速度,0,164,0.22446963085123045,4,-0.008025081287517583,-0.010347862065448295,0.9301202630922847,16,0.025780390906705076,0.9043398721855797,0.09156155315211556,3,sùdù,speed; rate; velocity; (music) tempo,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,0.5
里程碑,0,164,0.22353564623670655,15,0.03390178164633134,0.04183514113554927,0.9367249480153973,16,0.04280514415643695,0.8939198038589603,0.0772085511953033,7-9,lǐchéngbēi,milestone,Translation,比赛 | 决赛 | 选手 | 夺冠 | 冠军 | 单打 | 半决赛 | 亚军 | 预赛 | 银牌 | 教练 | 双打,1.0
起点,0,164,0.2235018185049884,4,0.02112402044642303,0.02648374179530933,0.887832903662844,35,0.09121572008093104,0.7966171835819129,0.1115948491362458,6,qǐdiǎn,starting point,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.5
起跑线,0,164,0.22310198759741337,16,0.0015385742233293975,0.0019764926903014955,0.7093351666102817,4,0.21323657321270653,0.4960985933975752,0.21386809283117664,7-9,qǐpǎoxiàn,the starting line (of a race); scratch line (in a relay race),Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.5
